;Pays;Intitule Typologie 1;Question 3 : Y a  t il un sentiment de colere;bin_emotion_T5;Duree_traitement;size_texte;Date de premiere réponse;Prediction
8590;Philippines;Carsat;0;0;-138;484;14/02/2022;0
8593;France;CAF;1;0;-135;227;17/02/2022;0
8596;France;CAF;0;0;-129;366;23/02/2022;0
8597;France;CNAM;1;1;92;480;02/10/2022;0
8600;France;CDC_compteformation;1;0;-137;995;15/02/2022;0
8601;France;AGIRC-ARRCO;0;0;92;187;02/10/2022;0
8603;France;Carsat;0;0;123;391;02/11/2022;0
8604;France;PayFip.gouv.fr;0;0;92;874;02/10/2022;0
8605;France;INSEE;0;0;92;265;02/10/2022;0
8606;France;Carsat;0;0;123;260;02/11/2022;0
8608;France;CAF;1;1;-108;462;16/03/2022;0
8609;France;Carsat;0;0;123;128;02/11/2022;0
8611;France;Crit'air;0;0;93;732;03/10/2022;0
8612;France;CNAM;0;1;-135;343;17/02/2022;0
8613;France;Carsat;1;1;-137;803;15/02/2022;0
8614;France;Carsat;0;0;123;243;02/11/2022;0
8616;France;Carsat;0;0;-138;365;14/02/2022;0
8617;France;Carsat;0;0;123;131;02/11/2022;0
8618;France;Carsat;0;0;92;399;02/10/2022;0
8619;France;ANTS;1;0;-107;278;17/03/2022;0
8620;France;AGIRC-ARRCO;0;0;123;782;02/11/2022;0
8621;France;Carsat;0;0;92;118;02/10/2022;0
8622;France;Collectivités territoriales - Communes;1;0;92;770;02/10/2022;0
8626;France;Carsat;0;0;92;150;02/10/2022;0
8627;France;ANTS;1;0;-107;504;17/03/2022;0
8629;France;INSEE;0;0;92;282;02/10/2022;0
8630;France;Pré-plainte en ligne (PPEL);0;0;92;113;02/10/2022;0
8631;France;ANTS;1;0;-107;719;17/03/2022;0
8633;France;Demande-logement-social.gouv.fr;0;0;-71;264;22/04/2022;0
8635;États-unis;Réseau consulaire;1;1;-138;432;14/02/2022;1
8637;France;CNAM;1;1;123;320;02/11/2022;0
8638;France;Carsat;0;0;92;263;02/11/2022;0
8639;France;AGIRC-ARRCO;0;0;-121;94;03/04/2022;0
8641;France;ANTS;0;0;-138;764;17/03/2022;0
8642;France;Carsat;0;0;92;117;02/11/2022;0
8643;France;ANTS;0;0;-138;223;17/03/2022;0
8644;France;AGIRC-ARRCO;0;0;92;317;02/11/2022;0
8645;France;Carsat;0;0;-162;264;21/02/2022;0
8647;France;CNAM;0;0;92;374;02/11/2022;0
8648;France;AGIRC-ARRCO;0;1;-121;999;03/04/2022;0
8649;France;CAF;1;0;-167;151;16/02/2022;0
8650;France;COMMISSARIAT DE POLICE;1;1;92;509;02/11/2022;0
8651;France;ANTS;1;0;-138;757;17/03/2022;0
8652;France;Carsat;1;0;-158;225;25/02/2022;0
8653;France;INSEE;0;0;92;129;02/11/2022;0
8655;France;CAF;1;1;-152;920;03/03/2022;0
8658;France;Carsat;1;0;-158;520;25/02/2022;0
8661;France;Franceconnect;1;0;-166;776;17/02/2022;0
8662;France;CNAM;1;0;-169;198;14/02/2022;0
8665;France;Carsat;1;0;-169;143;14/02/2022;0
8666;France;DITP;0;1;92;639;02/11/2022;0
8668;France;Carsat;0;0;-168;803;15/02/2022;0
8669;France;Carsat;1;1;-169;250;14/02/2022;0
8670;France;INSEE;0;1;92;994;02/11/2022;0
8671;France;Franceconnect;0;0;-200;461;14/02/2022;0
8673;France;INSEE;0;0;61;137;02/11/2022;0
8674;France;INSEE;1;0;61;995;02/11/2022;0
8676;France;Carsat;1;1;61;171;02/11/2022;0
8677;Australie;Réseau consulaire;0;0;-200;152;14/02/2022;0
8678;France;CAF;0;0;-199;334;15/02/2022;0
8679;France;Carsat;0;1;-200;734;14/02/2022;0
8681;France;CAF;1;0;-90;693;04/06/2022;0
8682;Afrique du sud;Réseau consulaire;1;1;-200;992;14/02/2022;1
8683;France;CAF;0;0;-191;196;23/02/2022;0
8684;France;Carsat;0;0;-192;850;22/02/2022;0
8685;France;Service-public.fr;0;0;-191;120;23/02/2022;0
8686;France;Région de Gendarmerie;0;0;-61;622;03/07/2022;0
8687;France;Trésorerie amendes;1;1;-199;997;15/02/2022;0
8691;France;Carsat;0;0;-200;128;14/02/2022;0
8692;France;INSEE;1;1;-197;263;17/02/2022;0
8694;France;ANTS;1;1;-199;837;15/02/2022;0
8695;France;Préfecture;0;0;-208;279;06/02/2022;0
8696;France;CAF;0;0;62;220;03/11/2022;0
8698;France;AGENCE POLE EMPLOI (APE);0;0;-200;292;14/02/2022;0
8700;France;Services Publics +;0;0;-200;189;14/02/2022;0
8702;France;ANTS;0;0;-199;265;15/02/2022;0
8703;France;ANAH;0;0;-90;998;04/06/2022;0
8704;France;CNAM;1;0;-200;714;14/02/2022;0
8706;France;Assurance retraite Ile de France;1;1;-189;943;25/02/2022;1
8707;France;Direction régionale de l'alimentation, de l'agriculture et de la forêt (DRAAF);0;0;-27;591;06/08/2022;0
8708;France;Carsat;0;0;-200;99;14/02/2022;0
8709;France;ANTS;0;0;-169;590;17/03/2022;0
8710;France;Carsat;0;0;-200;149;14/02/2022;0
8712;France;Carsat;0;1;-200;269;14/02/2022;0
8713;France;Service-public.fr;0;1;-191;218;23/02/2022;0
8714;France;Service des Impôts des particuliers;1;0;-193;997;21/02/2022;0
8715;France;INSEE;1;0;-200;170;14/02/2022;0
8716;France;CNAM;1;0;-200;247;14/02/2022;0
8717;France;Demande-logement-social.gouv.fr;0;1;-133;910;22/04/2022;0
8718;France;INSEE;1;1;-200;213;14/02/2022;0
8720;France;CNAM;1;1;-200;558;14/02/2022;0
8723;France;Centre national CESU;1;0;-30;188;03/08/2022;0
8726;France;INSEE;0;1;-200;202;14/02/2022;0
8727;France;CPAM;1;0;-200;609;14/02/2022;0
8730;France;Carsat;1;0;-222;255;22/02/2022;0
8731;France;CNAM;1;1;-230;482;14/02/2022;0
8733;France;Service en ligne Perceval;0;0;-228;173;16/02/2022;0
8734;France;ANTS;1;0;-199;186;17/03/2022;0
8735;France;CAF;0;0;-91;366;03/07/2022;0
8736;France;CAF;1;1;-222;671;22/02/2022;0
8738;France;Carsat;1;0;-229;405;15/02/2022;0
8739;France;Carsat;0;0;-229;410;15/02/2022;0
8741;France;Carsat;1;1;-229;412;15/02/2022;0
8742;France;CPAM;1;1;-229;655;15/02/2022;0
8743;France;CPAM;0;0;-229;254;15/02/2022;0
8744;France;ANTS;1;1;-202;966;14/03/2022;0
8746;France;CAF;0;0;-229;823;15/02/2022;0
8747;France;ANTS;1;0;-199;331;17/03/2022;0
8748;France;Carsat;0;0;-229;188;15/02/2022;0
8749;France;Carsat;0;0;-229;182;15/02/2022;0
8750;France;ANTS;0;0;-199;965;17/03/2022;0
8751;France;Direction régionale DR;0;0;-229;286;15/02/2022;0
8752;France;ANAH;0;1;-186;212;30/03/2022;0
8756;France;Carsat;0;0;-229;117;15/02/2022;0
8757;France;ANAH;1;0;-186;483;30/03/2022;0
8759;France;CPAM;1;0;-229;375;15/02/2022;0
8760;France;COMMISSARIAT DE POLICE;1;0;-229;458;15/02/2022;0
8761;France;INSEE;1;0;-230;97;14/02/2022;0
8763;France;CAF;0;0;-137;200;18/05/2022;0
8765;France;ANTS;0;0;-195;292;21/03/2022;0
8767;France;Carsat;0;0;-229;651;15/02/2022;0
8768;France;Carsat;0;0;-229;388;15/02/2022;0
8769;France;Carsat;0;0;-229;518;15/02/2022;0
8771;France;Carsat;1;0;-257;738;18/02/2022;0
8772;France;Carsat;0;0;-260;575;15/02/2022;0
8773;France;ANTS;0;0;-226;571;21/03/2022;0
9893;France;Crit'air;1;1;7;393;25/03/2022;0
9894;France;CAF;1;0;-73;773;04/01/2022;0
9896;France;CAF;1;0;4;287;22/03/2022;0
9897;France;ANTS;0;0;108;329;04/07/2022;0
9898;France;COMMISSARIAT DE POLICE;0;0;11;120;29/03/2022;0
9899;France;Moncommissariat.fr;0;0;2;428;21/03/2022;0
9900;France;CAF;1;0;46;361;04/05/2022;0
9901;France;ANTS;1;0;107;380;04/07/2022;0
9902;France;ONACVG;0;1;16;137;04/04/2022;0
9904;France;COMMISSARIAT DE POLICE;1;1;32;850;20/04/2022;0
9907;France;ANTS;0;1;107;628;04/07/2022;0
9910;France;Maprim'renov;0;1;138;787;04/08/2022;1
9911;France;CAF;1;0;3;209;22/03/2022;0
9914;France;FranceRenov';1;0;25;213;13/04/2022;0
9915;France;Moncommissariat.fr;1;0;41;752;29/04/2022;0
9917;France;COMMISSARIAT DE POLICE;0;0;2;76;22/03/2022;0
9918;France;Centre national CESU;0;0;24;452;13/04/2022;0
9919;France;CNAM;0;0;2;540;22/03/2022;0
9920;France;MSA;1;0;31;149;20/04/2022;0
9922;France;Maprim'renov;1;1;25;998;14/04/2022;1
9923;France;ANTAI;1;1;2;996;22/03/2022;0
9925;France;ANTS;1;0;3;242;23/03/2022;0
9926;France;Région de Gendarmerie;0;0;3;132;23/03/2022;0
9927;France;Maprocuration.gouv.fr;0;1;10;763;30/03/2022;0
9928;France;ANTS;1;1;106;790;04/07/2022;0
9930;France;Carsat;0;0;1;366;22/03/2022;0
9931;France;CAF;1;0;1;960;22/03/2022;0
9932;France;CNAM;1;0;2;497;23/03/2022;0
9933;France;Région de Gendarmerie;0;0;1;524;22/03/2022;0
9934;France;ANTS;0;0;105;163;04/07/2022;0
9935;France;Service des Impôts des particuliers;1;1;7;367;28/03/2022;0
9936;France;ANTS;0;0;136;156;04/08/2022;0
9940;France;CPAM;1;1;1;558;22/03/2022;0
9941;France;CAF;1;0;1;225;22/03/2022;0
9943;France;Préfecture;0;0;8;110;29/03/2022;0
9944;France;Préfecture;0;0;8;173;29/03/2022;0
9945;France;Préfecture;0;0;8;86;29/03/2022;0
9947;France;ANTS;0;0;136;232;04/08/2022;0
9949;France;Crit'air;0;0;4;394;25/03/2022;0
9951;France;Région de Gendarmerie;0;1;29;453;19/04/2022;0
9952;France;AGENCE POLE EMPLOI (APE);0;1;2;1014;23/03/2022;1
9953;France;Région de Gendarmerie;0;0;2;194;23/03/2022;0
9955;France;Carsat;0;0;3;720;24/03/2022;0
9956;France;ANTS;1;0;136;323;04/08/2022;0
9957;France;Carsat;0;0;3;899;24/03/2022;0
9958;France;ANTS;1;1;136;968;04/08/2022;0
9959;France;ANAH;1;0;24;585;14/04/2022;0
9961;France;CNAM;0;0;2;135;23/03/2022;0
9962;France;Moncommissariat.fr;0;0;105;530;04/07/2022;0
9963;France;ANTS;0;0;29;375;19/04/2022;0
9964;France;ANTS;1;0;136;482;04/08/2022;0
9965;France;AGENCE POLE EMPLOI (APE);1;0;105;399;04/07/2022;1
9966;France;CNAM;0;1;104;147;04/07/2022;0
9967;France;Maprim'renov;1;0;63;234;24/05/2022;1
9969;France;ANTS;1;0;135;470;04/08/2022;0
9972;France;Région de Gendarmerie;0;0;9;89;31/03/2022;0
9975;Martinique;Impots.gouv.fr;1;0;7;446;29/03/2022;1
9976;France;SignalConso;0;1;30;1014;21/04/2022;0
9979;France;Service-public.fr;1;0;8;186;30/03/2022;0
9980;France;Carsat;0;0;23;124;14/04/2022;0
9982;France;CAF;0;0;3;134;25/03/2022;0
9983;France;DGFIP;0;0;2;510;24/03/2022;0
9984;France;Carsat;1;0;23;998;14/04/2022;0
9985;France;Région de Gendarmerie;0;1;7;66;29/03/2022;0
9987;France;ANAH;1;0;63;172;24/05/2022;0
9988;France;CNAM;1;0;2;614;24/03/2022;0
9990;France;ANTS;0;0;135;497;04/08/2022;0
9991;France;stationnement.gouv.fr;1;0;2;539;24/03/2022;0
9992;France;Carsat;0;0;23;163;14/04/2022;0
9993;France;DGFIP;1;0;3;979;25/03/2022;0
9995;France;ANTS;1;0;135;994;04/08/2022;0
9996;France;AGENCE POLE EMPLOI (APE);0;1;1;934;23/03/2022;1
9997;France;CPAM;0;0;1;262;23/03/2022;0
9998;France;AGENCE POLE EMPLOI (APE);1;1;1;99;23/03/2022;1
9999;France;Trésorerie amendes;0;1;256;341;04/12/2022;0
10000;France;Préfecture;0;1;4;1019;27/03/2022;0
10001;France;Moncommissariat.fr;1;1;2;247;25/03/2022;0
10005;France;Carsat;1;0;5;703;28/03/2022;0
10006;Irlande;Réseau consulaire;1;0;103;621;04/07/2022;1
10008;France;Amendes.gouv.fr;1;1;2;597;25/03/2022;0
10009;France;Préfecture;0;0;6;163;29/03/2022;0
10010;France;Préfecture;0;0;6;147;29/03/2022;0
10012;France;Préfecture;0;0;6;195;29/03/2022;0
10014;France;Carsat;0;0;103;757;04/07/2022;0
10016;France;Service des Impôts des particuliers;0;0;5;755;28/03/2022;0
10017;France;Carsat;1;0;22;967;14/04/2022;0
10018;France;DGDDI;0;0;3;986;26/03/2022;0
10020;France;CAF;1;0;2;399;25/03/2022;0
10021;France;Carsat;0;0;1;1000;24/03/2022;0
10022;France;CAF;0;0;12;276;04/04/2022;0
10023;France;Direction départementale des territoires et de la mer;0;1;134;731;04/08/2022;0
10024;France;COMMISSARIAT DE POLICE;0;0;1;401;24/03/2022;0
10026;France;ANTS;1;1;134;516;04/08/2022;0
10027;France;Carsat;0;0;7;166;30/03/2022;0
10028;France;Service départemental de l'enregistrement;1;0;2;717;25/03/2022;0
10029;France;Service-public.fr;0;0;8;251;31/03/2022;0
10030;France;COMMISSARIAT DE POLICE;0;0;2;297;25/03/2022;0
10031;France;Collectivités territoriales - Communes;1;0;134;629;04/08/2022;0
10032;France;CAF;1;0;5;613;28/03/2022;0
10034;France;ANTS;1;1;256;309;04/12/2022;0
10037;France;CNAM;1;1;6;570;29/03/2022;0
10040;France;Maprocuration.gouv.fr;0;0;36;112;29/04/2022;0
10041;France;Trésorerie amendes;1;0;-79;995;04/01/2022;0
10044;France;Service des Impôts des particuliers;0;0;41;303;04/05/2022;0
10045;Algérie;Carsat;1;0;255;593;04/12/2022;0
10047;France;Maprim'renov;0;0;61;834;24/05/2022;1
10048;France;Maprocuration.gouv.fr;0;0;36;504;29/04/2022;0
10049;France;Carsat;0;1;4;739;28/03/2022;0
10050;France;Caisse régionale URSSAF;0;0;5;173;29/03/2022;0
10052;France;INSEE;1;1;1;539;25/03/2022;0
10053;France;Service-public.fr;1;0;37;339;30/04/2022;0
10055;France;CAF;0;0;1;667;25/03/2022;0
10056;France;Moncommissariat.fr;0;0;1;586;25/03/2022;0
10057;France;Service des Impôts des particuliers;0;1;5;583;29/03/2022;0
10058;France;Région de Gendarmerie;0;0;72;193;04/06/2022;0
10060;France;Moncommissariat.fr;0;0;1;214;25/03/2022;0
10061;France;Ville - Commune;1;1;133;244;04/08/2022;0
10062;France;Collectivités territoriales - Communes;1;0;7;1004;31/03/2022;0
10063;Nouvelle-calédonie;Maprocuration.gouv.fr;0;0;35;205;29/04/2022;0
10064;France;Centre national CESU;0;1;19;292;13/04/2022;0
10065;France;Trésorerie hospitalière;1;0;4;192;29/03/2022;0
10066;France;ANTS;0;0;254;349;04/12/2022;0
10070;France;Maprim'renov;1;0;20;581;14/04/2022;1
10071;France;ANTS;1;0;132;514;04/08/2022;0
10073;France;Franceconnect;0;1;5;189;30/03/2022;0
10074;France;CAF;1;0;3;978;28/03/2022;0
10075;Suisse;Réseau consulaire;0;0;35;411;29/04/2022;1
10077;France;Carsat;0;0;3;231;28/03/2022;0
10079;France;Maprim'renov;1;0;20;436;14/04/2022;1
10081;France;Carsat;1;1;6;993;31/03/2022;0
10082;France;Info Retraite;0;0;40;637;04/05/2022;0
10083;France;Impots.gouv.fr;1;0;40;388;04/05/2022;0
10085;France;ANTS;0;1;132;636;04/08/2022;0
10086;France;CPAM;1;1;2;321;28/03/2022;0
10087;France;Carsat;1;0;2;470;28/03/2022;0
10088;France;ANTS;1;0;4;470;30/03/2022;0
10089;France;Carsat;0;0;2;710;28/03/2022;0
10091;France;Carsat;0;0;2;252;28/03/2022;0
10092;France;AGENCE POLE EMPLOI (APE);1;0;2;561;28/03/2022;1
10093;France;Maprocuration.gouv.fr;1;0;62;136;27/05/2022;0
10094;France;Carsat;1;0;19;520;14/04/2022;0
10095;France;Franceconnect;1;0;2;707;28/03/2022;0
10096;France;Maprocuration.gouv.fr;0;0;-49;205;05/02/2022;0
10097;France;CNAM;0;0;2;169;28/03/2022;0
10099;France;INSEE;1;0;3;707;29/03/2022;0
10102;France;AGIRC-ARRCO;0;0;2;518;28/03/2022;0
10105;France;Maprocuration.gouv.fr;0;0;-49;552;05/02/2022;0
10106;France;CAF;1;0;39;988;04/05/2022;0
10109;France;Amendes.gouv.fr;1;0;1;772;28/03/2022;0
10110;France;Centre national CESU;0;1;17;170;13/04/2022;0
10112;France;Carsat;0;0;24;485;20/04/2022;0
10113;France;Carsat;0;0;1;166;28/03/2022;0
10114;France;Carsat;0;0;1;262;28/03/2022;0
10115;France;CROUS;1;1;2;528;29/03/2022;0
10117;France;ANTS;1;0;130;389;04/08/2022;0
10118;France;Maprocuration.gouv.fr;0;0;33;687;29/04/2022;0
10120;France;Carsat;0;0;7;989;04/04/2022;0
10121;France;Maprocuration.gouv.fr;0;0;-51;967;05/02/2022;0
10122;France;CAF;0;0;3;896;31/03/2022;0
10123;France;Trésorerie amendes;1;0;1;629;29/03/2022;0
10125;France;Trésorerie;0;0;221;576;04/11/2022;0
10126;France;Maprim'renov;1;0;57;471;24/05/2022;1
10127;France;Amendes.gouv.fr;1;1;37;400;04/05/2022;0
10128;France;Carsat;1;0;37;957;04/05/2022;0
10129;France;Carsat;1;0;221;371;04/11/2022;0
10130;France;Carsat;1;0;7;955;04/04/2022;0
10131;France;CPAM;1;0;2;373;30/03/2022;0
10135;France;COMMISSARIAT DE POLICE;1;0;-51;181;05/02/2022;0
10136;France;Trésorerie amendes;1;1;37;580;04/05/2022;0
10138;France;Ville - Commune;1;0;3;365;31/03/2022;0
10139;France;COMMISSARIAT DE POLICE;1;0;2;468;30/03/2022;0
10140;France;Maprim'renov;1;1;57;998;24/05/2022;1
10142;France;Carsat;0;0;3;161;31/03/2022;0
10144;France;CAF;1;0;37;287;04/05/2022;0
10146;France;Maprocuration.gouv.fr;0;1;-51;126;05/02/2022;0
10147;France;ANTS;0;1;129;403;04/08/2022;0
10148;France;CNAM;0;0;2;213;30/03/2022;0
10151;France;Chèque énergie;1;0;46;339;13/05/2022;0
10152;France;Maprim'renov;1;1;57;108;24/05/2022;1
10153;France;Carsat;1;0;17;830;14/04/2022;0
10154;France;Région de Gendarmerie;0;0;37;97;04/05/2022;0
10156;France;Cadastre.gouv.fr;1;0;37;137;04/05/2022;0
10157;France;Maprocuration.gouv.fr;0;0;-51;439;05/02/2022;0
10158;France;CNAM;1;0;37;271;04/05/2022;0
10159;France;ANTS;0;1;129;308;04/08/2022;0
10160;France;ANAH;1;1;57;407;24/05/2022;0
10161;France;COMMISSARIAT DE POLICE;0;0;68;401;04/06/2022;0
10162;France;Centre national CESU;1;0;-84;683;04/01/2022;0
10164;France;Carsat;1;1;6;964;04/04/2022;0
10167;France;DGFIP;1;0;21;372;19/04/2022;0
10170;France;Carsat;0;0;2;238;31/03/2022;0
10171;France;Carsat;0;0;2;186;31/03/2022;0
10174;France;Carsat;0;0;2;150;31/03/2022;0
10175;France;Carsat;1;1;2;393;31/03/2022;0
10177;France;Carsat;0;0;-84;151;04/01/2022;0
10178;France;Info Retraite;0;0;6;217;04/04/2022;0
10179;France;Carsat;0;0;5;214;04/04/2022;0
10180;France;Carsat;0;0;-84;140;04/01/2022;0
10182;France;Casier judiciaire national;1;0;6;186;04/04/2022;0
10183;France;Carsat;1;0;17;301;15/04/2022;0
10185;France;Carsat;0;1;2;180;31/03/2022;0
10186;France;CPAM;1;0;2;416;31/03/2022;0
10187;France;ANTS;0;0;97;489;04/07/2022;0
10188;France;Carsat;1;0;-84;104;04/01/2022;0
10190;France;Carsat;1;0;220;871;04/11/2022;0
10191;France;Carsat;0;0;2;140;31/03/2022;0
10192;France;Carsat;0;1;-84;283;04/01/2022;0
10193;France;Carsat;0;0;2;184;31/03/2022;0
10194;France;Carsat;0;1;-84;139;04/01/2022;0
10195;France;Collectivités territoriales - Communes;1;0;128;986;04/08/2022;0
10196;France;Carsat;0;0;-84;161;04/01/2022;0
10200;France;Maprim'renov;1;0;56;619;24/05/2022;1
10201;France;CAF;1;0;67;260;04/06/2022;0
10203;France;COMMISSARIAT DE POLICE;1;1;220;999;04/11/2022;0
10204;France;Carsat;0;0;220;330;04/11/2022;0
10205;France;Carsat;0;0;-84;160;04/01/2022;0
10207;France;Carsat;0;0;220;297;04/11/2022;0
10209;France;Carsat;1;1;250;969;04/12/2022;0
10211;France;Carsat;1;0;220;398;04/11/2022;0
10212;France;CPAM;0;0;36;127;04/05/2022;0
10213;France;Maprocuration.gouv.fr;0;0;-52;236;05/02/2022;0
10215;France;ANAH;1;0;56;426;24/05/2022;0
10216;France;ANAH;1;0;56;551;24/05/2022;0
10217;France;CAF;0;1;67;477;04/06/2022;0
10218;Allemagne;CROUS;1;0;67;266;04/06/2022;1
10219;France;COMMISSARIAT DE POLICE;0;0;-52;188;05/02/2022;0
10221;France;AGIRC-ARRCO;1;1;28;462;26/04/2022;0
10222;France;Carsat;0;0;2;302;31/03/2022;0
10223;France;CAF;1;0;36;958;04/05/2022;0
10224;France;CAF;0;0;-84;251;04/01/2022;0
10225;France;Carsat;0;0;2;219;31/03/2022;0
10226;France;Carsat;1;0;2;438;31/03/2022;0
10227;France;Moncommissariat.fr;0;0;6;154;04/04/2022;0
10229;France;Carsat;1;0;250;253;04/12/2022;0
10232;France;AGIRC-ARRCO;0;0;1;151;31/03/2022;0
10235;France;ONACVG;0;0;5;230;04/04/2022;0
10236;France;Carsat;1;1;5;998;04/04/2022;0
10239;France;Messervices.etudiant.gouv.fr;1;1;-85;742;04/01/2022;0
10240;France;Maprocuration.gouv.fr;1;0;5;997;04/04/2022;0
10242;France;Carsat;0;0;5;776;04/04/2022;0
10243;France;Centre national CESU;0;0;14;295;13/04/2022;0
10244;Royaume-uni;Réseau consulaire;0;1;159;572;05/09/2022;1
10245;France;Carsat;0;0;-85;165;04/01/2022;0
10247;Suisse;Carsat;1;0;35;559;04/05/2022;1
10248;France;Région de Gendarmerie;1;1;14;310;13/04/2022;0
10250;France;Impots.gouv.fr;0;1;1;567;31/03/2022;0
10251;France;Carsat;1;0;96;911;04/07/2022;0
10252;France;CAF;1;1;56;1028;25/05/2022;0
10253;France;Amendes.gouv.fr;1;1;5;326;04/04/2022;0
10255;France;CNAM;0;1;-85;143;04/01/2022;0
10256;France;Carsat;0;1;-85;193;04/01/2022;0
10257;France;Maprim'renov;0;1;21;637;20/04/2022;1
10258;France;Impots.gouv.fr;0;1;20;173;19/04/2022;0
10259;France;CNAM;1;0;-85;433;04/01/2022;0
10260;Belgique;Franceconnect;0;0;5;550;04/04/2022;0
10261;France;COMMISSARIAT DE POLICE;1;0;-53;393;05/02/2022;0
10265;France;Carsat;0;0;5;870;04/04/2022;0
10266;France;Carsat;1;0;5;654;04/04/2022;0
10268;France;AGIRC-ARRCO;1;0;5;994;04/04/2022;0
10269;France;Impots.gouv.fr;1;0;127;542;04/08/2022;0
10270;France;Carsat;1;0;-85;869;04/01/2022;0
10272;France;CNAM;1;1;-85;343;04/01/2022;0
10274;France;Région de Gendarmerie;1;1;21;972;20/04/2022;0
10276;France;Carsat;0;0;4;151;04/04/2022;0
10277;France;Carsat;0;0;-86;432;04/01/2022;0
10278;France;Carsat;1;0;-86;756;04/01/2022;0
10280;Madagascar;Carsat;0;0;4;487;04/04/2022;0
10281;France;AGENCE POLE EMPLOI (APE);1;0;-86;528;04/01/2022;0
10282;France;Carsat;1;0;4;94;04/04/2022;0
10283;France;Centre national CESU;1;0;13;543;13/04/2022;0
10284;France;CAF;1;1;4;938;04/04/2022;0
10286;France;Centre du service national et de la jeunesse;0;0;126;206;04/08/2022;0
10287;France;Carsat;0;0;34;368;04/05/2022;0
10288;France;ANTS;1;0;95;310;04/07/2022;0
10289;France;CPAM;1;0;4;500;04/04/2022;0
10290;France;Carsat;0;0;4;237;04/04/2022;0
10291;France;Maprocuration.gouv.fr;0;0;-54;276;05/02/2022;0
10292;France;Maprim'renov;1;1;54;708;24/05/2022;1
10294;France;DGFIP;1;0;-86;476;04/01/2022;0
10297;France;Région de Gendarmerie;0;1;4;109;04/04/2022;0
10300;France;Région de Gendarmerie;0;0;4;214;04/04/2022;0
10301;France;Région de Gendarmerie;1;0;22;423;22/04/2022;0
10304;France;Région de Gendarmerie;0;0;4;156;04/04/2022;0
10305;France;Région de Gendarmerie;1;0;126;387;04/08/2022;0
10307;France;Région de Gendarmerie;0;0;19;157;19/04/2022;0
10308;France;ANTS;1;1;34;566;04/05/2022;0
10309;France;Région de Gendarmerie;0;1;15;525;15/04/2022;0
10310;France;Carsat;0;0;4;301;04/04/2022;0
10312;France;ANTS;1;0;34;391;04/05/2022;0
10313;France;Région de Gendarmerie;0;1;13;503;13/04/2022;0
10315;France;COMMISSARIAT DE POLICE;0;0;4;122;04/04/2022;0
10316;France;ANTS;0;1;34;327;04/05/2022;0
10317;France;AGIRC-ARRCO;0;1;26;294;26/04/2022;0
10318;France;CPAM;1;0;22;492;22/04/2022;0
10320;France;Carsat;1;0;218;112;04/11/2022;0
10321;France;CPAM;0;1;34;270;04/05/2022;0
10322;France;Carsat;1;0;34;513;04/05/2022;0
10323;France;Centre national CESU;0;1;13;752;13/04/2022;0
10324;France;Pré-plainte en ligne (PPEL);0;1;65;629;04/06/2022;0
10325;France;ANTS;1;1;20;504;20/04/2022;0
10326;France;Carsat;1;0;248;418;04/12/2022;0
10330;France;Région de Gendarmerie;0;0;34;319;04/05/2022;0
10331;France;ANTS;0;0;34;349;04/05/2022;0
10333;France;Service-public.fr;0;1;30;175;30/04/2022;0
10334;France;ANTS;0;0;34;408;04/05/2022;0
10335;France;Carsat;1;0;95;442;04/07/2022;0
10337;France;Région de Gendarmerie;1;0;65;124;04/06/2022;0
10339;France;Carsat;0;0;34;144;04/05/2022;0
10341;France;CAF;1;1;50;394;20/05/2022;0
10342;France;Carsat;0;0;34;181;04/05/2022;0
10343;France;Maprocuration.gouv.fr;0;0;29;129;29/04/2022;0
10345;France;ANTS;1;1;126;987;04/08/2022;0
10346;France;Région de Gendarmerie;1;0;218;194;04/11/2022;0
10347;France;Maprocuration.gouv.fr;0;0;29;112;29/04/2022;0
10348;Espagne;Réseau consulaire;0;0;244;500;05/09/2022;1
10349;France;ANTS;0;0;212;181;04/08/2022;0
10351;France;Carsat;1;0;212;994;04/08/2022;0
10352;France;Région de Gendarmerie;0;1;100;985;14/04/2022;0
10353;France;CNAM;1;1;105;562;19/04/2022;0
10354;France;Région de Gendarmerie;0;0;151;252;04/06/2022;0
10355;France;CAF;1;0;334;146;04/12/2022;0
10356;France;Service Central d'Etat Civil;1;1;106;221;20/04/2022;0
10357;France;CAF;0;0;181;132;04/07/2022;0
10359;France;ANAH;1;0;32;349;05/02/2022;0
10362;France;CAF;0;1;120;212;04/05/2022;0
10365;France;Région de Gendarmerie;1;0;101;262;15/04/2022;0
10366;France;Carsat;1;0;133;385;17/05/2022;0
10369;France;AGIRC-ARRCO;1;0;112;569;26/04/2022;0
10370;France;CROUS;1;1;120;972;04/05/2022;0
10372;France;Carsat;0;0;304;439;04/11/2022;0
10373;France;Service-public.fr;1;1;109;718;23/04/2022;0
10374;France;CPAM;0;1;105;340;19/04/2022;0
10375;France;Maprocuration.gouv.fr;0;0;115;174;29/04/2022;0
10377;France;CPAM;0;0;105;227;19/04/2022;0
10378;France;AGIRC-ARRCO;0;1;304;975;04/11/2022;0
10380;France;Maprocuration.gouv.fr;1;0;32;192;05/02/2022;0
10381;France;ANTS;0;0;105;349;19/04/2022;0
10382;France;Centre national CESU;0;0;105;994;19/04/2022;0
10383;France;Carsat;1;0;120;247;04/05/2022;0
